text_id,text,hate
hasoc_en_4410,cna be arsed way mr mhor tomorrow #dickhead,1
hasoc_en_982,You’re going to trigger the independence of Scotland.    You’re going to cause a rekindling of the Northern Ireland troubles.     Ultimately Northern Ireland will also split from England.     You better think about a new national flag.,1
hasoc_en_5087,"Poor lady, if doctors weren’t on strike, she would have atleast got psychiatric help for her mental illness. #DoctorsFightBack #SaveBengal https://t.co/EJ74yJZCDC",0
hasoc_en_3389,"Hey @realDonaldTrump  @GOP  Your economy is tanking!  Cuz everything u touch...dies  GOP LOL fiscal responsible party? Happy Fathers Day, losers  #gopsucks  #TrumpIsATraitor  #TrumpResignNow  #TrumpLiesMatter  https://t.co/f1wfp94N23",1
hasoc_en_355,AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #SaveBengal #Savethedoctors #HinduSamrajyaDiwas #DoctorsFightBack,0
hasoc_en_3548,#DhoniKeepsTheGlove ICC please mind only your umpiring business and first do that correctly........don't deal with the things that are not in your business.......,0
hasoc_en_922,"How is wanting the backstop bullying? Also, the whole point of the backstop is because if you wait till no deal, it nullifies the Good Friday agreement.    You do realise that the Backstop is not in the EUs interests as it undermines their custom union. Its there to protect Ireland",0
hasoc_en_2152,This week marks 25 years since the killings of #NicoleBrownSimpson &amp; #RonGoldman for which @TheRealOJ32 now has a @twitter acct. #murderer was charged with murder &amp; found not guilty at his criminal trial. BLOCK HIM &amp; follow @KimEGoldman  https://t.co/UmcYGYylSW via @frednewspost,0
hasoc_en_2489,These stunning photos shows the dual-identities of LGBTQ military veterans #Resist #ResistTrump #FuckTrump https://t.co/BYt9ahwcvF,0
hasoc_en_280,"According to the weatherman, there is a high chance of rain during India Vs Pakistan on June 16, in the ongoing Cricket World Cup. 😐👎👎 What have u done ICC #ShameOnICC #INDvPAK  #RainStopsMatch #ENGvWI #FathersDay19 #MaukaMauka #SevenZero https://t.co/aDC0EvWfq6",0
hasoc_en_602,As ever hasn’t a clue what he’s talking about,0
hasoc_en_1027,"@moneycontrolcom People Think Rohit Steal the Show.  But they Don't know, What happen After That 😝😝😝 #DhoniKeepsTheGlove     #CWC2019 #CWC19 #WorldCup2019",0
hasoc_en_4574,@brianklaas We can only hope and maybe there will be a balloon of @realDonaldTrump wearing a dunce cap! #idiotTrump #MoronInChief.,1
hasoc_en_1132,@RepAndyHarrisMD @POTUS Let’s not forget ...    Today is #JohnMCainDay which is infinitely more celebratory than the birthday of a pathological lying corrupt criminal traitor.    #TrumpIsATraitor   #TrumpIsACriminal   #TrumpIsAMoron   #TrumpIsANationalSecurityThreat,1
hasoc_en_1276,#ICC what are you doing icc.why did you held the #CWC19 at england.#ShameOnICC,0
hasoc_en_4765,@JessieJaneDuff Killary is a damn criminal and a Jack the Ripper!  #Murderer,1
hasoc_en_2817,"@RepMattGaetz @realDonaldTrump Too many DUIs have addled your brain. If you can still read, try a snippet of the Mueller report. There are nothing false except yours and Trump’s denials. It’s all Russians all the time. #TrumpRussia #TrumpIsATraitor #TrumpMustResign https://t.co/av4yBeKrUb",1
hasoc_en_732,@richardmarx I am currently unfollowing anyone who I find follows him. #murderer #sickandtwisted #killer #fuckOJ,0
hasoc_en_158,"@AdityaRajKaul Dukarr 🐷🐽🇵🇰 Mullah's drying for business deals with 🇮🇳🕉️ Bloody beggar's Allah ke naam de de, Chalo 🍅🍅 tamatar toh dedo !! 😂😂😂 #INDvPAK #CWC19  #ModiJiSeMilnaHai #FridayMotivation #ModiSurgicalSnub #ModiGlobalPower #ImranKhan #cwc11 #imranhataomulkbachao",1
hasoc_en_400,Just watched this guy spray the crap from his curb to the curb of his next door neighbor.   #DickHead,1
hasoc_en_4866,"2)    Oh, roasting in torture camps along border are mothers with kids. CHAIN LINK DOG RUNS. No shade,no blankets, no food.     Stephen Miller &amp; Trumputin and Nazi ghosts are gleeful re: concentration camps.     They deserve 2b sent to the Hague.   Only path to redeem USA.   #FuckTrump",1
hasoc_en_2764,"Real Michael Gove or fake Michael Gove, what do you think?    #BorisJohnsonShouldNotBePM  #BollocksToBoris   #BollockstoBrexit https://t.co/eHZsJaRHVZ",1
hasoc_en_2601,"Thats right out of the David James Expert Opinion book that, God I hope your a gambler.   When it turns out you know shag all about cricket I think we can confidently say you don't know what you're on about regarding other subjects as well. #Dickhead https://t.co/7rE65Wa6QB",0
hasoc_en_4418,Unbelievable... Trump goes on Fox and Friends and lies about what he said even though it's on video. And the Fox and Friends hosts know he's lying and sit there like moronic stooges.    TRUMP IS A THREAT TO NATIONAL SECURITY!!!    #TrumpLiesMatter   #TrumpIsATraitor,0
hasoc_en_588,"Unbelievable, So shameful so disgusting, so low so cheap , how you get all these things??? Unbelievable, yes we muslims are miserable about sex stuff etc. So cheap ",1
hasoc_en_3628,Trendy TSHIRT DESIGN WITHIN 24HRS  https://t.co/OU2deDteUC     #tshirts #tshirtdesign #tees #clothing #fashion #motivational #inspirational #millionairementality #success #traitor #fucktrump #impeachtrump #taxday #TuesdayMotivation #quote #sandiego,0
hasoc_en_3575,This is really funny 😂. Rain is the top of the table😜.     #ShameOnICC https://t.co/ASQNThGuK8,0
hasoc_en_5661,#Alabama I think depending on a Criminals Past and be definitely on cases of Repeat Offenders #MentalHealth #sexoffenders #rapist. Keep getting out of prison repeatedly for doing same offense #EnoughIsEnough when is #NoANo https://t.co/UpSRTJTZCU,1
hasoc_en_365,"Just has three big slices of bacon with my eggs. Humm good!    The muslims find pork unclean and not fit to eat but I hear they can have sex with a goat, and I know they  marry their young daughters to pedophiles.    https://www.reuters.com/article/us-yemen-childbride-idUSBRE98910N20130910 …",1
hasoc_en_1365,@FinancialXpress Who's responsible for mounts of 69 ....    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @mangalpandeybjp @MoHFW_INDIA,0
hasoc_en_1740,"#DhoniKeepsTheGlove I don't understand, how armed forces insignia is said to be connected to religion /cause as per ICC🤔",0
hasoc_en_1671,AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #BengalBurning #DoctorsFightBack #Savethedoctors #SaveBengal,0
hasoc_en_5511,This Pathans n Srivastavs will never learn their lesson but what right they hv to abuse the President n the democratically elected PM... shame shame shame \n#GandiNaaliAbuse,1
hasoc_en_5187,@Im_Pakistanii @ZKhanOfficial @RashkEHina10 @suchitrav @BDUTT @VORdotcom but not listen on #internationalLevel share #internationallevel like #kathua  One religion Spoils by people but same people quit particular  Religion spred #Terrioust  When that religion come that gives #Invitation #Terrioust #Rapist #Voience #TerroristReligion that ✔️with #Examples,1
hasoc_en_705,My Twitter is tiny so I see the algorithm at work. Tweets about food v politics v tech v LGBT issues are seen by discrete sets of followers that don't necessarily overlap. Maybe I should put #fucktrump #yummyfood #gaystuff #technerd in all my tweets to introduce everyone. 😁 https://t.co/dAC0ePzmmT,0
hasoc_en_5015,#BREAKING Group of people(probably goons of TMC) attacked on a 2nd year medical student at 4pm at Calcutta National Medical College NOW. THIS HAS TO STOP! It is never ending! #Savethedoctors #SaveBengalSaveDemocracy #DoctorsFightBack https://t.co/1CYRViNcPr,1
hasoc_en_1129,Painted this in Islington #Boris4PM #BorisJohnsonShouldNotBePM #Boris #Art #Islington #London #PrimeMinister #JeremyHunt #borisbehindbars #politics #politicalcartoons #Political https://t.co/hx3QY6EQyw,0
hasoc_en_1135,Only people who are truly safe in Bengal are:  - Mamata Banerjee &amp; her party workers  - People who agree to her terms    Law &amp; order is seriously damaged. Not sure if peace can be restored in Bengal after 10 years of goonda-rule.    #MamataLosingControl #IstandwithNRS #DoctorsFightBack,0
hasoc_en_4513,@winlad6 @campbell582000 @toadmeister  #DickHead i prefer #ToryTool 🤓🤓🤓,1
hasoc_en_28,Disgusting! And they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! #rapist #ChildTrafficking #CatholicChurch #CatholicTwitter https://t.co/tb4tSoD2Lz,1
hasoc_en_91,5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack https://t.co/QVZ12X03ma https://t.co/OKgUzp5JRa,0
hasoc_en_69,"SF campaigned on an abstentionist policy. Those now calling for them to take their seats are asking them to renege on promises made to their electorate. Would YOU swear allegiance to a foreign monarch? I dislike SF, but this mess is not of their making. ",0
hasoc_en_4822,#Rapist to be hanged at any cost. https://t.co/rR267GTYZz,1
hasoc_en_1489,Click &amp; Read: Crotch Rocket #Tool [poetry] https://t.co/LHWvc1lCzY #crotchrocket #douchebag #funny #poetry #streetbike,0
hasoc_en_4550,This is how often we’ll be letting everyone know-9 days a week &amp; 28hours a day‼️⏱⏰⏳🗣  It hasn’t ended💔💔💔‼️‼️‼️    Support @rissalipstick to finally put an end to the torture &amp; murder of #YulinFestival #EndDCMT #BoycottChina🇨🇳  &amp; do it NOW‼️ https://t.co/c1Tjr3p7gF https://t.co/UvRrvGjAvB,0
hasoc_en_5786,"#FuckTrump we don't give a damn if this offends him and nobody else should, either! Grow a pair @StevenMnuchin1! You're too cowardly to release his taxes and should be held in contempt and in jail for every day you refuse to release them. You're a coward, we want the $20Tubman! https://t.co/DNID6p1GL8",1
hasoc_en_1233,@ANI @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/QYuuYcV85O,0
hasoc_en_3475,"Yup, its definitely still #FuckTrump!!! https://t.co/8Z6MGKx5WT",1
hasoc_en1_4856,Great start by Team India  in the World Cup .. let’s Lift the trophy  @BCCI   Well played @ImRo45   #INDvSA,0
hasoc_en_3926,@BettyBowers @realDonaldTrump Market crash coming sooner.  Right during 2020 election.  Sorry but #TrumpTaxScam won't prop up Wall Street thru the election.  You and @GOP will be held accountable by your own voters!  Wish Obama was back to clean up your $hit!  #ImpeachTrumpNow #TrumpIsATraitor #Resist https://t.co/C01do7a3Vw,0
hasoc_en_4089,@Morning_Joe @morningmika When you say white working class that voted for trump... You mean them white #racist!!! Yall can make excuses for them racist &amp; #rapist but we know the truth bout them. @HardballChris @hardball #MondayMotivation #mondaythoughts,1
hasoc_en_2629,#icc should be ashamed of it's negligence. It has people's money and time. should apologize of its mismanagement.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/JEhpPLQ6aJ,0
hasoc_en_5205,"#SaveBengal This Peaceful GOON with beard is Trinamool MP of Murshidabad, Abu Taher Khan giving threat to doctors that he would send public to thrash doctors, Rape and Throw Acid on lady doctors and nurses. #Savethedoctors    #DoctorsFightBack https://t.co/O3enjiwZqO",0
hasoc_en_110,@TheRealOJ32 ...You're finally going to admit to something bad you did in the past?    #Juice #THEJUICEISLOOSE  #OJ #Simpson #Golf #course #Killer  Are you #OnTheHunt for the real #Killers?  #Murder #Redrum #Murderer?  #NicoleBrownSimpson #RonGoldman #Admit what you did #Comeclean  Tell the #truth https://t.co/LHiXlgS0wW,0
hasoc_en_1713,"@nielslesniewski If you were his children, would you want to spend the day with him?  NOT.  #TrumpIsADisgrace   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsATraitor   #TrumpIsCrazy",1
hasoc_en_412,Out by the 31st Oct.  No half measures.,0
hasoc_en_936,#AIIMS doctors go on strike. It is but important to make a point. I #StandWithDoctors against violence. #DoctorsFightBack https://t.co/TXENmGOgEk,0
hasoc_en_4335,@realDonaldTrump You must be unaware that when old tattered flags are retired from service they are often burned in a respectful  ceremony.   Will this law make this illegal?  #Dotard   #TrumpIsADisgrace   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TRUMPISACROOK,1
hasoc_en1_2950,We feel highest pride in this world to declare that India had great Hindu Warrior Empress Laxmibai Ji.  She fought bravely in her political life with wisdom as well as battle in battlefield with cruel britishers. Her revolt of 1857 triggered other Hindu Kings    #लक्ष्मीबाई ,0
hasoc_en_5169,@GOP Is there anyone in this party with the balls to stand up to #OrangeFoolious and do what is right for their constituents and America. I changed parties because of the spineless attitudes and HATE towards women. #FuckTrump #BeBest #MAGA #AmericaFirst,1
hasoc_en_4672,@MSNBC @kwelkernbc I am 🤢 with having to hear that hag Conway! #VoteBlue2020 #DitchMitch2020 #VoteBlueToSaveAmerica #FlipTheSenate2020 #VoteBlueNoMatterWho2020 #Resist #FuckTrump #DoYourJobMitch #ResistTrump #TheResistance #Resistance #TraitorTrump #VoteBlueToSaveAmerica,1
hasoc_en_5341,@realDonaldTrump no one believes a #Traitor.     #TrumpLies #UnfitToBePresident #PutinsPuppet #TrumpIsATraitor     #Trump calls The New York Times treasonous for a story his own officials said was perfectly fine to print. https://t.co/lbNaoGXD9b,1
hasoc_en_1186,If I haven’t said it today FUCK TRUMP 😂🤷‍♀️ #fucktrump,1
hasoc_en_4732,@realDonaldTrump has a wicked small #micropenis. It's so small &amp; short he couldn't even bottom out in @IvankaTrump's belly button. #incestualpresident #trumphasamicropeen #micropeen #impeachtrump #fucktrump #hollaatyourdoctor #doctorninjadickersonMD,1
hasoc_en_5097,@realDonaldTrump That’s right!  I love fear factor statements like this.  It just makes you look like a #douchebag #dictator,0
hasoc_en_5034,#ShameOnICC    Shame on ICC    ICC was exposed where is there preparation     Shame https://t.co/e99J1AeMrC,1
hasoc_en_4623,"Now as a protest,. @msdhoni should wear glows with insignia and pay 25% fine.. all problem solved. #DhoniKeepsTheGlove #ICCWorldCup2019",1
hasoc_en_5580,"@WhiteHouse Hey, You! Get off of my flag! #TrumpIsATraitor",1
hasoc_en_5027,@YRDeshmukh Child #rapist must die. And all those who tried to dispose evidence should get #life #imprisonment #JusticeForTwinkleSharma #JusticeForAshifa #betibachaobetipadhao,1
hasoc_en_1024,"The IMA has announced Strike, just note the date '17 June'. The ultimatum given by  #MamtaBanerjee is only of 4 hours,  I would like to inform that it will go beyond the time limit.  Be Ready.....  #DoctorsOnStrike  #DoctorsFightBack   👨‍⚕️👩‍⚕️⚕️ https://t.co/iDAUP7ULSD",0
hasoc_en_4892,@Braddock512 @EA ugh. Block. #douchebag,1
